Pressure [Pa],Velocity [m/s]
130404.26,0.061813048
130392.578,0.059983081
130404.609,0.041418624
130404.195,0.052874763
130404.688,0.045740365
130404.302,0.030124379
130405.09,0.022105163
130608.632,0.271090867
130577.36,0.256178515
130580.301,0.255194599
130578.397,0.255545356
130578.5,0.254894659
130696.54,0.257479257
130703.049,0.252856435
130698.675,0.257845896
130702.707,0.254123381
130615.208,0.233782357
130575.595,0.218040688
130575.776,0.220198881
130572.717,0.217547155
130570.621,0.219422615
130697.6,0.221694039
130702.19,0.22123782
130699.078,0.219547837
130699.367,0.215232283
130820.297,0.291123122
130827.584,0.271605484
130823.204,0.301221547
130829.22,0.28163416
130955.443,0.13988984
130962.891,0.10984113
130959.672,0.138293535
130965.592,0.105488836
130834.036,0.252359435
130838.011,0.233847572
130834.933,0.262750971
130838.347,0.245725204
130967.331,0.081386283
130971.397,0.058478353
130968.507,0.077755297
130972.798,0.053672172
130825.933,0.283290379
130830.783,0.262462339
130826.973,0.232523686
130832.22,0.211264298
130962.345,0.11906378
130967.243,0.084423349
130963.461,0.094903255
130968.511,0.063812627
130835.127,0.243259878
130838.62,0.227809253
130836.319,0.192359719
130838.693,0.179268647
130969.579,0.057443066
130973.85,0.038910043
130970.716,0.042493712
130974.4,0.03107964
130559.094,0.264540007
130551.481,0.267375555
130554.201,0.263672894
130548.264,0.265412802
130699.567,0.253755696
130695.655,0.254737282
130698.056,0.25476828
130693.905,0.254525599
130546.986,0.268859092
130544.464,0.26974348
130544.594,0.266208921
130542.567,0.26639685
130693.178,0.255149353
130691.756,0.254992384
130691.718,0.253526928
130690.509,0.252272546
130547.489,0.230686174
130544.969,0.232674042
130543.314,0.228170761
130542.439,0.226324702
130696.383,0.224371436
130692.423,0.225695777
130693.782,0.214990419
130690.919,0.21373005
130541.847,0.233776677
130541.012,0.23395876
130539.857,0.224875902
130539.367,0.223310467
130690.565,0.22587952
130689.833,0.225319586
130689.537,0.211681509
130689.18,0.209281773
130840.094,0.217839534
130840.182,0.204455778
130839.732,0.231904352
130839.442,0.221142644
130976.7,0.03802438
130978.263,0.01768801
130976.972,0.029778522
130977.946,0.013665141
130839.895,0.19330059
130839.577,0.184534665
130839.326,0.212288232
130839.332,0.204809636
130978.619,0.007058629
130978.63,0.00316368
130978.37,0.007299357
130978.759,0.005340508
130839.116,0.217520062
130838.861,0.210950837
130838.68,0.17195065
130838.809,0.168194307
130976.448,0.027951849
130977.527,0.024049776
130976.067,0.030043702
130977.143,0.036694822
130838.968,0.206532912
130839.281,0.203492679
130839.205,0.16647347
130839.708,0.165800373
130978.33,0.02422334
130979.052,0.026731174
130978.518,0.044641501
130979.61,0.051284873
130620.103,0.178184191
130570.272,0.161923224
130570.779,0.168658462
130565.6,0.1625109
130563.089,0.167578058
130699.166,0.170279053
130697.149,0.171500825
130698.366,0.167880325
130698.063,0.169123362
130622.674,0.119221118
130561.97,0.102973305
130555.253,0.118699707
130558.72,0.095762294
130551.891,0.108016824
130699.476,0.108811957
130698.821,0.115997793
130697.562,0.094017969
130695.141,0.092130043
130829.82,0.194510395
130834.341,0.182106006
130828.65,0.228674452
130834.873,0.215013318
130964.651,0.102950184
130969.844,0.078649145
130964.407,0.134627345
130971.336,0.110979496
130837.814,0.172222731
130840.341,0.167266955
130839.101,0.203099983
130839.775,0.193993764
130971.867,0.063931174
130974.533,0.056693698
130974.587,0.091979828
130975.285,0.079783139
130831.103,0.195594973
130837.265,0.18341179
130820.444,0.044651554
130831.876,0.050788616
130966.644,0.110173289
130973.39,0.088757402
130968.908,0.013696867
130976.878,0.003018801
130841.818,0.172943597
130844.162,0.165432483
130841.164,0.064575258
130843.629,0.077505691
130975.779,0.071027
130977.123,0.059034974
130978.318,0.00907782
130980.818,0.018683024
130541.079,0.181120043
130539.139,0.179105265
130539.448,0.175595643
130539.03,0.172631396
130690.756,0.174668783
130690.583,0.17709866
130691.499,0.172317622
130689.407,0.17208825
130538.052,0.175799293
130538.929,0.17318446
130538.313,0.169279372
130538.35,0.165940694
130689.496,0.177518402
130689.251,0.177103363
130688.9,0.169599627
130689.155,0.167115037
130538.828,0.126372078
130537.365,0.120722137
130538.971,0.111147715
130538.161,0.1018028
130693.154,0.122703002
130690.591,0.124515311
130694.463,0.099753027
130691.477,0.100973076
130537.486,0.114373814
130537.757,0.108275645
130537.916,0.094384391
130538.309,0.087521964
130689.762,0.123014333
130689.501,0.120590323
130690.081,0.098887705
130690.241,0.096805986
130841.293,0.167322994
130839.562,0.167951089
130839.896,0.187239075
130840.476,0.18300221
130976.405,0.054404206
130977.874,0.056055843
130978.144,0.073281218
130978.873,0.069194075
130839.497,0.167990698
130840.005,0.168040215
130841.12,0.181197572
130841.014,0.179070545
130979.123,0.058965857
130980.094,0.061753546
130979.64,0.066371765
130980.394,0.066961713
130844.09,0.162471048
130842.037,0.161052073
130843.813,0.087732581
130843.65,0.094409682
130978.721,0.054292366
130979.237,0.056684101
130982.139,0.030669574
130983.65,0.0423374
130840.925,0.158557393
130840.865,0.155377591
130843.101,0.097340826
130843.019,0.097554492
130980.981,0.063954442
130981.665,0.071617423
130984.322,0.05080105
130984.181,0.055654
130426.308,0.133890146
130421.994,0.134939168
130418.508,0.134406995
130416.101,0.132958883
130414.335,0.131033113
130412.902,0.12867954
130411.739,0.126327004
130410.74,0.124131919
130422.977,0.17446209
130419.278,0.175890046
130419.402,0.176797235
130416.785,0.177115906
130416.638,0.176413434
130414.484,0.176165311
130414.609,0.176855247
130413.016,0.175955048
130416.468,0.177087404
130414.262,0.176371404
130413.942,0.178443418
130412.479,0.178422916
130413.198,0.176179917
130411.919,0.176288477
130411.32,0.177954476
130410.113,0.177266038
130412.893,0.175390983
130411.562,0.17419064
130411.971,0.175120706
130410.582,0.17484022
130410.804,0.17348611
130410.058,0.173642271
130409.399,0.174533551
130408.843,0.174053818
130410.627,0.175642925
130409.42,0.175274165
130409.166,0.176145949
130408.424,0.175405744
130408.685,0.174548387
130408.364,0.174008279
130407.742,0.174536323
130407.425,0.173668443
130554.846,0.137698565
130551.663,0.142665421
130701.425,0.117095178
130699.615,0.127437834
130549.318,0.145683656
130547.539,0.147530316
130698.453,0.13407216
130697.485,0.138624307
130848.911,0.08635053
130848.382,0.095665837
130988.231,0.039618402
130988.373,0.047402813
130848.072,0.10289732
130847.894,0.109415626
130988.622,0.053851135
130988.745,0.059657753
130546.269,0.148577973
130545.125,0.148971123
130696.788,0.141953407
130696.035,0.144217237
130544.115,0.148755181
130543.251,0.14812755
130695.279,0.145780202
130694.531,0.146891015
130847.929,0.115349858
130847.246,0.119737397
130988.692,0.064920917
130988.492,0.069137856
130846.751,0.123198146
130846.182,0.126232114
130988.214,0.071366365
130987.476,0.071444834
130552.971,0.205992182
130549.963,0.209287203
130550.027,0.227077123
130547.393,0.229513955
130699.64,0.190778598
130698.218,0.192610601
130697.389,0.217842894
130696.223,0.219787657
130547.611,0.211786325
130545.808,0.213758868
130545.079,0.231316919
130543.586,0.233540474
130697.219,0.194118229
130696.563,0.195280175
130695.551,0.221161224
130695.446,0.221611216
130547.089,0.244657808
130544.663,0.246667326
130544.897,0.25555559
130543.365,0.256961396
130694.927,0.233158106
130694.302,0.233857224
130692.912,0.241639227
130692.599,0.241765336
130542.598,0.247553347
130542.003,0.248078909
130542.291,0.257890968
130541.773,0.258489283
130694.323,0.234173755
130693.927,0.234132886
130692.348,0.241488891
130692.08,0.241153721
130846.283,0.139511546
130845.572,0.139914002
130844.688,0.166799511
130844.229,0.163714951
130984.576,0.047974286
130984.192,0.05002946
130983.269,0.043287216
130983.42,0.043387332
130844.99,0.141423722
130844.455,0.142324374
130843.697,0.16247388
130843.135,0.162251791
130984.845,0.054197203
130985.248,0.058742958
130983.691,0.045428025
130984.083,0.049822096
130842.578,0.171245231
130843.026,0.16558371
130841.08,0.162081583
130841.772,0.155072339
130981.4,0.017552626
130982.335,0.021434111
130980.346,0.003916569
130981.35,0.004453837
130843.024,0.161142755
130842.939,0.157619907
130842.238,0.149975087
130842.362,0.146188992
130982.587,0.024993539
130982.662,0.028825223
130981.963,0.004596227
130982.162,0.005672587
130544.67,0.215208548
130543.925,0.216488556
130542.415,0.234761681
130542.488,0.23437693
130696.02,0.196360111
130695.466,0.197690602
130695.191,0.221992445
130694.27,0.223506488
130543.041,0.21737619
130542.47,0.217448285
130542.654,0.234542544
130542.151,0.234922095
130694.829,0.198950987
130693.921,0.200308617
130693.294,0.224533506
130692.938,0.225066572
130541.983,0.248722976
130542.21,0.248583072
130541.399,0.258892501
130540.983,0.258704166
130693.132,0.234250179
130692.453,0.23503589
130691.762,0.240769287
130691.536,0.240393544
130541.743,0.24873161
130541.18,0.248789435
130540.73,0.25855902
130540.368,0.258439332
130692.229,0.235350537
130692.039,0.235255738
130691.37,0.240066402
130691.196,0.239735733
130844.193,0.142642911
130844.155,0.14385274
130843.097,0.161869415
130843.386,0.160842525
130985.445,0.063181168
130985.485,0.067237796
130984.366,0.055351989
130984.371,0.060028971
130844.123,0.144993021
130844.22,0.14617039
130843.509,0.160438808
130843.313,0.160655255
130985.382,0.070959547
130984.985,0.074147382
130984.246,0.063841734
130983.957,0.067349116
130842.539,0.155775853
130842.228,0.154002267
130842.303,0.143244495
130842.231,0.14078916
130982.705,0.033268706
130982.895,0.038954174
130982.222,0.008519465
130982.242,0.01341251
130842.402,0.15256774
130842.326,0.152369143
130842.158,0.138923012
130842.026,0.137842576
130982.888,0.044911714
130982.763,0.049752106
130982.243,0.018534486
130982.164,0.023872651
130410.003,0.121936722
130409.562,0.120190599
130409.146,0.118683594
130408.68,0.116911731
130407.901,0.114752169
130407.065,0.112215567
130406.216,0.10955811
130405.335,0.106758374
130409.461,0.172852457
130409.265,0.172258334
130408.641,0.173480059
130408.393,0.173156127
130408.771,0.171667648
130408.352,0.171229923
130407.978,0.172959286
130407.461,0.172592955
130408.102,0.173497301
130407.922,0.17271734
130407.297,0.173022773
130407.087,0.172177795
130407.668,0.172175416
130407.213,0.171645056
130406.704,0.171431836
130406.401,0.170603797
130407.726,0.171289768
130407.006,0.170878743
130406.968,0.172132791
130406.361,0.171881393
130406.086,0.170691021
130405.059,0.170494863
130405.599,0.171809512
130404.767,0.171734015
130406.626,0.171073116
130405.963,0.170505063
130405.99,0.169979788
130405.481,0.169417389
130405.212,0.170010312
130404.405,0.169519457
130404.872,0.16900304
130404.147,0.168591636
130542.604,0.147351065
130542.017,0.146323757
130693.836,0.147642965
130693.296,0.14787781
130541.573,0.145001756
130541.084,0.143380301
130692.788,0.147665276
130692.138,0.147268725
130845.415,0.128761538
130844.789,0.130648125
130986.18,0.070598002
130985.261,0.069770127
130843.989,0.131976969
130843.163,0.132823932
130984.418,0.069025825
130983.598,0.068295122
130540.428,0.141385906
130539.646,0.139088787
130691.468,0.146864469
130690.73,0.146428092
130538.8,0.136478817
130537.923,0.133507891
130689.839,0.145872092
130688.914,0.145159419
130842.414,0.133297663
130841.691,0.133501615
130982.785,0.067524223
130981.965,0.066766961
130840.852,0.133457687
130840.015,0.133193081
130981.121,0.066020987
130980.256,0.065206832
130542.341,0.218188434
130541.017,0.218675541
130541.413,0.23519958
130540.596,0.235572036
130692.712,0.201507048
130692.731,0.202424419
130692.473,0.225845526
130692.155,0.226345644
130540.013,0.218859152
130539.793,0.219084473
130539.886,0.235974114
130539.365,0.236337307
130692.73,0.203392564
130692.034,0.20425925
130691.78,0.226820899
130691.235,0.227353319
130540.59,0.248797004
130540.007,0.248886595
130540.077,0.258247527
130539.749,0.258267209
130691.818,0.235604491
130691.561,0.235870641
130690.978,0.239451363
130690.725,0.239228938
130539.539,0.248857478
130539.176,0.248901187
130539.375,0.258144112
130538.952,0.258004076
130691.092,0.236030529
130690.469,0.23621877
130690.379,0.239004289
130689.894,0.238792701
130844.22,0.14763543
130843.049,0.149292409
130842.735,0.160825644
130842.666,0.16109769
130984.248,0.076297675
130983.551,0.077736934
130983.529,0.070328646
130982.983,0.072602205
130842.147,0.150742204
130841.557,0.152136605
130842.188,0.161543815
130841.567,0.162160332
130982.929,0.078943346
130982.257,0.079881468
130982.386,0.074358905
130981.748,0.07577079
130842.017,0.152275583
130841.766,0.152669406
130841.787,0.13759693
130841.514,0.138111704
130982.498,0.053960882
130982.125,0.057543586
130981.948,0.029086686
130981.636,0.034125558
130841.484,0.153343242
130841.05,0.15421279
130841.115,0.138945219
130840.587,0.140026885
130981.677,0.060687826
130981.135,0.063470864
130981.228,0.038976882
130980.723,0.043383728
130539.439,0.219106812
130538.791,0.219408396
130538.875,0.236599509
130538.334,0.236834058
130691.413,0.205078493
130690.718,0.205892799
130690.522,0.227920997
130689.699,0.228397547
130538.114,0.219413688
130537.37,0.219604776
130537.721,0.237019648
130537.055,0.237213718
130689.632,0.206658151
130688.469,0.207343994
130688.799,0.228848531
130687.951,0.229291319
130538.74,0.248971776
130538.218,0.248985277
130538.441,0.257837144
130537.918,0.257692902
130689.746,0.236414227
130689.002,0.236630394
130689.305,0.23859979
130688.698,0.238407319
130537.615,0.248994362
130536.932,0.248995168
130537.331,0.257443954
130536.699,0.257197467
130688.294,0.236829023
130687.612,0.237035382
130688.064,0.238114922
130687.41,0.237803283
130840.87,0.153473494
130840.389,0.154652227
130841.045,0.162930997
130840.322,0.163854781
130981.577,0.080614915
130980.875,0.081270234
130981.086,0.076979777
130980.393,0.078086954
130839.984,0.155831626
130839.2,0.157055647
130839.49,0.164928931
130838.805,0.16607
130980.109,0.081778412
130979.313,0.082172098
130979.664,0.079083762
130978.934,0.079974494
130840.477,0.155254747
130839.8,0.156428395
130839.979,0.141265342
130839.31,0.142584604
130980.518,0.06591862
130979.862,0.06807767
130980.142,0.047354785
130979.516,0.050880895
130839.074,0.157704399
130838.369,0.159051059
130838.637,0.143955709
130837.963,0.145254936
130979.197,0.069998434
130978.51,0.07173147
130978.864,0.054007272
130978.198,0.056906614
130411.102,0.18376112
130410.469,0.184617398
130409.817,0.181875515
130408.858,0.182674127
130410.105,0.184628294
130409.551,0.184202308
130408.329,0.182891914
130407.76,0.182856724
130407.636,0.148031127
130406.828,0.149590555
130406.115,0.147297599
130405.626,0.147132747
130406.473,0.151281281
130406.238,0.153061665
130405.584,0.147270812
130405.503,0.148062888
130408.758,0.183474382
130408.047,0.182572425
130407.214,0.182650351
130406.78,0.18237008
130407.529,0.181404332
130407.221,0.180177851
130406.521,0.182086502
130406.395,0.181784109
130405.969,0.1549425
130406.045,0.156749653
130405.09,0.147325216
130405.8,0.146720897
130406.034,0.158601087
130405.971,0.160376571
130405.559,0.14799196
130405.486,0.148923386
130405.324,0.100889834
130404.929,0.104123613
130405.34,0.065041796
130405.191,0.063875781
130404.863,0.107250131
130404.893,0.110098157
130405.155,0.063724894
130405.198,0.064450031
130404.764,0.040660565
130404.86,0.0370196
130405.222,0.016088507
130405.164,0.012131514
130404.885,0.033853208
130404.948,0.031245749
130405.12,0.009793518
130405.096,0.008369656
130405.028,0.11229606
130405.083,0.114212361
130405.137,0.06541517
130405.098,0.066671696
130405.046,0.116126058
130404.97,0.117916448
130405.102,0.068119323
130404.992,0.069718724
130405.102,0.029978728
130405.157,0.029457136
130405.075,0.006973367
130405.149,0.005601909
130405.072,0.02958289
130404.936,0.030088095
130405.041,0.004710689
130404.891,0.004604307
130542.799,0.270156183
130541.819,0.270187339
130541.086,0.265973037
130540.294,0.265493016
130691.148,0.254483351
130691.062,0.25366503
130690.006,0.250909473
130689.964,0.249348451
130541.301,0.269988447
130541.067,0.269608525
130540.05,0.265045316
130539.935,0.264399509
130691.223,0.252747362
130691.257,0.251832736
130690.151,0.247632318
130690.354,0.246074788
130540.274,0.23307302
130539.861,0.232537159
130539.048,0.221499642
130538.866,0.219801941
130689.473,0.225180087
130689.316,0.224682219
130689.371,0.207167548
130689.606,0.205155298
130539.607,0.232734371
130539.294,0.232206015
130538.728,0.218269994
130538.722,0.216095549
130689.294,0.222917776
130689.588,0.221850223
130689.729,0.203078531
130689.679,0.201317209
130839.552,0.177882672
130840.12,0.173116755
130839.526,0.198576662
130839.92,0.193433547
130978.8,0.001286929
130979.603,0.000832199
130979.209,0.004487994
130979.776,0.004572058
130840.902,0.16996599
130841.609,0.167737594
130840.441,0.189428072
130840.934,0.186424902
130980.556,0.000685867
130981.369,0.000654808
130980.411,0.005785387
130981.007,0.008834115
130839.73,0.201056765
130840.327,0.198433823
130840.155,0.16551691
130840.533,0.165330943
130979.662,0.030417626
130980.138,0.035160675
130980.298,0.056375934
130980.762,0.06024217
130840.907,0.19657781
130841.132,0.195216442
130840.824,0.165247353
130840.947,0.165238448
130980.529,0.039946727
130981.03,0.044156402
130981.054,0.063131845
130981.273,0.065078677
130540.757,0.269087675
130540.419,0.268504509
130539.727,0.263621905
130539.504,0.262815436
130691.165,0.250845814
130691.018,0.249804605
130690.477,0.244549992
130690.573,0.242973371
130540.154,0.267918722
130539.881,0.267372006
130539.361,0.262090037
130539.179,0.261472866
130690.919,0.248831037
130690.765,0.247936139
130690.558,0.241531684
130690.403,0.240234803
130538.933,0.231666163
130538.517,0.231252767
130538.465,0.215100617
130537.456,0.214617191
130689.86,0.220997775
130690.208,0.219998108
130689.674,0.19970936
130689.637,0.198266726
130538.587,0.230712409
130538.483,0.2304238
130538.424,0.213187254
130537.831,0.212283098
130690.266,0.219504377
130690.075,0.218895697
130689.454,0.197275263
130689.322,0.19643813
130841.89,0.165678808
130841.971,0.164096928
130841.32,0.184040187
130841.559,0.182016268
130981.785,0.000851737
130981.88,0.001590118
130981.443,0.013076185
130981.695,0.017401326
130841.917,0.162890319
130841.843,0.16160261
130841.637,0.180112095
130841.574,0.178162617
130981.878,0.003504395
130981.829,0.006887199
130981.799,0.021259073
130981.749,0.024194871
130841.213,0.193676259
130841.197,0.192283444
130840.896,0.165201145
130840.877,0.16494891
130981.416,0.047833318
130981.648,0.050938225
130981.398,0.066467088
130981.494,0.067448829
130841.212,0.190511686
130841.129,0.188733788
130840.973,0.164364997
130840.737,0.163852324
130981.717,0.053233838
130981.537,0.054413536
130981.466,0.067762953
130981.132,0.067429861
130538.819,0.170771793
130538.463,0.168615587
130538.178,0.162731786
130538.075,0.159418078
130689.405,0.176503275
130689.648,0.175855106
130689.252,0.164630058
130689.352,0.162038893
130538.276,0.166707309
130538.139,0.164990179
130537.952,0.156402213
130537.934,0.153726181
130689.729,0.175255103
130689.582,0.174639236
130689.35,0.16005151
130689.116,0.158123358
130537.777,0.103246164
130537.802,0.099180496
130538.268,0.081488033
130538.117,0.076003489
130689.484,0.118131209
130689.44,0.115698901
130689.976,0.094951775
130689.545,0.093012441
130538.186,0.096336954
130537.844,0.094364129
130537.812,0.070261062
130537.85,0.064441086
130689.422,0.113566435
130689.183,0.11164851
130689.202,0.090808399
130689.089,0.08845465
130840.432,0.168109201
130840.7,0.168114215
130840.71,0.177227609
130840.823,0.177035627
130980.713,0.063546041
130981.043,0.064940006
130980.963,0.070340248
130981.165,0.073218821
130840.784,0.167938556
130840.823,0.167729531
130840.646,0.174784516
130840.754,0.172835918
130981.244,0.066683785
130981.325,0.068007184
130981.337,0.07653511
130981.212,0.079222134
130841.004,0.152142211
130841.045,0.149322811
130842.208,0.096836631
130841.309,0.095578345
130981.837,0.077531483
130981.705,0.08128128
130983.16,0.056810252
130982.317,0.056307995
130840.827,0.14667469
130840.508,0.144136552
130840.873,0.093495933
130840.489,0.091098136
130981.395,0.084035428
130980.988,0.085954154
130981.494,0.055774693
130980.817,0.055204425
130538.113,0.163496938
130538.063,0.162125726
130537.919,0.151332083
130537.848,0.149239643
130689.423,0.174020535
130689.27,0.173476282
130689.127,0.155839583
130688.998,0.154050842
130538.009,0.160810583
130537.96,0.159718795
130537.88,0.147300442
130537.723,0.145552592
130689.124,0.173051772
130688.991,0.172643641
130688.897,0.152635412
130688.742,0.151296752
130537.822,0.092692428
130537.879,0.091479512
130537.745,0.059710675
130537.718,0.055995283
130689.007,0.109733212
130688.884,0.108002207
130688.906,0.08588766
130688.749,0.083323017
130537.819,0.090548439
130537.628,0.089814488
130537.646,0.053023295
130537.529,0.050563005
130688.761,0.106491496
130688.597,0.105189867
130688.576,0.08117482
130688.437,0.079296493
130840.777,0.167665787
130840.669,0.167256761
130840.457,0.172588922
130840.352,0.17142474
130981.263,0.068744153
130981.151,0.069490446
130980.976,0.080675644
130980.559,0.081579437
130840.507,0.166378509
130840.259,0.165767271
130840.239,0.170115252
130840.035,0.168886064
130981.01,0.070375058
130980.71,0.070975092
130980.299,0.081833661
130980.122,0.082097561
130840.189,0.141801657
130839.973,0.139501233
130840.149,0.08878873
130839.916,0.087063362
130980.6,0.086750097
130980.254,0.087196249
130980.275,0.054706621
130979.997,0.0539543
130839.765,0.137427186
130839.574,0.135690861
130839.601,0.085405313
130839.43,0.08352428
130979.959,0.087361131
130979.814,0.087385649
130979.73,0.052674339
130979.759,0.051053307
130406.963,0.178970947
130406.694,0.177718396
130406.325,0.181472315
130406.169,0.18117225
130406.391,0.176633631
130406.043,0.175666705
130405.947,0.18094929
130405.63,0.180820216
130405.811,0.162033071
130405.536,0.163599703
130405.229,0.149895926
130404.859,0.15104999
130405.302,0.165044855
130405.047,0.166381434
130404.802,0.152297795
130404.641,0.15357173
130405.656,0.174718193
130405.175,0.1738508
130405.242,0.180736047
130404.771,0.180684877
130404.6,0.173177421
130403.906,0.172641074
130404.224,0.180674281
130403.595,0.180708578
130404.703,0.167602346
130404.244,0.168651919
130404.304,0.154913361
130403.86,0.156347467
130403.718,0.169584661
130403.14,0.170478117
130403.361,0.157829057
130402.835,0.159268716
130404.801,0.119621498
130404.571,0.121293847
130404.848,0.071359745
130404.678,0.073006981
130404.343,0.12292257
130404.065,0.124516136
130404.414,0.074726033
130404.087,0.07650486
130404.717,0.03083532
130404.447,0.031754456
130404.667,0.004880548
130404.378,0.005474221
130404.159,0.032757999
130403.877,0.033763817
130404.06,0.006621734
130403.757,0.007889326
130403.722,0.12610985
130403.322,0.12773395
130403.745,0.078341523
130403.395,0.080239781
130402.886,0.129375062
130402.431,0.131004199
130403.029,0.082173025
130402.632,0.084115462
130403.612,0.034884078
130403.326,0.036114679
130403.536,0.009219357
130403.252,0.010498928
130403,0.037408137
130402.62,0.038826671
130402.954,0.011638546
130402.576,0.012763425
130539.582,0.266850301
130539.285,0.266355762
130538.953,0.260889389
130538.72,0.26029749
130690.548,0.247064196
130690.273,0.246227641
130690.153,0.239058876
130689.852,0.238013184
130538.955,0.265883044
130538.567,0.265436494
130538.461,0.25978728
130538.118,0.259357922
130689.926,0.245416337
130689.476,0.244610708
130689.499,0.237084575
130689.054,0.236238898
130538.333,0.230210247
130538.23,0.23016718
130537.594,0.211572937
130538.017,0.210953458
130689.793,0.218257153
130689.506,0.2177764
130689.238,0.195648122
130689.074,0.194972949
130537.912,0.230190544
130537.553,0.230282361
130537.63,0.210430616
130537.132,0.210029352
130689.166,0.21741109
130688.714,0.217127583
130688.838,0.194458225
130688.409,0.194056672
130841.665,0.160389621
130841.353,0.159205252
130841.371,0.176154937
130841.044,0.174079937
130981.692,0.010882376
130981.403,0.015025084
130981.542,0.02611644
130981.186,0.027198859
130840.926,0.15801576
130840.415,0.156793736
130840.601,0.172006781
130840.07,0.169973339
130980.976,0.019138629
130980.481,0.023228001
130980.699,0.027645658
130980.123,0.027707453
130840.892,0.187308932
130840.566,0.185908337
130840.388,0.163450571
130840.075,0.163041119
130981.243,0.054802138
130980.855,0.054678356
130980.791,0.066793745
130980.396,0.066003239
130840.18,0.184400827
130839.743,0.182770502
130839.7,0.162629749
130839.292,0.162069237
130980.382,0.054320019
130979.858,0.053813923
130979.943,0.065243902
130979.457,0.064615643
130538.107,0.264959384
130537.597,0.264477437
130537.699,0.258885889
130537.215,0.258405981
130688.942,0.243793545
130688.361,0.242978826
130688.538,0.235436512
130687.973,0.234671261
130537.02,0.264004561
130536.392,0.263552463
130536.683,0.257959751
130536.103,0.257558612
130687.742,0.242172016
130687.1,0.241385177
130687.38,0.233957479
130686.783,0.233303767
130537.165,0.230459005
130536.675,0.230555172
130536.759,0.209753678
130536.469,0.209678613
130688.15,0.216893373
130687.55,0.216659743
130687.841,0.19374686
130687.321,0.193521217
130536.149,0.230663459
130535.593,0.230888118
130536.118,0.209774462
130535.634,0.209899752
130686.965,0.216450318
130686.402,0.216296699
130686.863,0.193375924
130686.353,0.193291974
130839.83,0.155555947
130839.204,0.154322497
130839.504,0.168001968
130838.917,0.166102888
130979.884,0.027239255
130979.249,0.030912427
130979.566,0.027905312
130978.984,0.028527608
130838.555,0.153163697
130837.888,0.152095259
130838.318,0.164286232
130837.697,0.162568976
130978.597,0.034385233
130977.935,0.037683231
130978.376,0.02940166
130977.739,0.030370285
130839.254,0.181017286
130838.681,0.179161717
130838.878,0.161365724
130838.45,0.160554932
130979.336,0.053127929
130978.779,0.052319392
130978.97,0.06402566
130978.494,0.063433778
130838.047,0.177227461
130837.415,0.175242281
130837.927,0.159648427
130837.332,0.158696733
130978.171,0.051394262
130977.547,0.050383276
130978.013,0.062891957
130977.461,0.062417121
130537.869,0.15882653
130537.623,0.1582015
130537.536,0.143951726
130537.403,0.142521848
130688.875,0.172218239
130688.696,0.171861035
130688.542,0.150127414
130688.39,0.149095737
130537.294,0.15773704
130536.928,0.157418484
130537.16,0.14130134
130536.823,0.140301917
130688.388,0.171598901
130688.009,0.171410235
130688.152,0.148388441
130687.763,0.147876459
130537.368,0.089321976
130537.094,0.089048227
130537.341,0.048572248
130537.089,0.046919336
130688.388,0.104096601
130688.148,0.103217043
130688.284,0.077650359
130688.067,0.076187043
130536.816,0.088930604
130536.547,0.088878818
130536.826,0.045287714
130536.541,0.044049167
130687.873,0.102587172
130687.555,0.102135669
130687.782,0.074899952
130687.455,0.073662774
130840.03,0.165359243
130839.746,0.164795204
130839.751,0.167598376
130839.382,0.166592867
130980.306,0.071428439
130979.935,0.071941128
130979.882,0.082338189
130979.616,0.082220278
130839.378,0.16408428
130838.997,0.163247352
130838.988,0.16529644
130838.692,0.163884349
130979.568,0.072465583
130979.167,0.07297543
130979.337,0.082148543
130979.012,0.082284079
130839.413,0.134096873
130839.17,0.132487084
130839.311,0.081723379
130839.168,0.080284141
130979.701,0.08734614
130979.501,0.087235797
130979.704,0.049471993
130979.438,0.048049861
130838.894,0.131118861
130838.556,0.129935616
130838.85,0.078860201
130838.495,0.077295314
130979.196,0.087203183
130978.812,0.087243246
130979.078,0.046764255
130978.707,0.045747102
130536.568,0.157354655
130536.175,0.157500609
130536.457,0.139517269
130536.07,0.138918759
130687.57,0.171256366
130687.147,0.171171361
130687.411,0.14735326
130686.965,0.146994298
130535.713,0.157726001
130535.21,0.158035456
130535.695,0.138444812
130535.287,0.138076269
130686.741,0.171148459
130686.23,0.171161427
130686.627,0.146745401
130686.186,0.14654208
130536.268,0.08881533
130535.971,0.088758118
130536.219,0.043046028
130535.92,0.042163609
130687.232,0.101772822
130686.886,0.101534606
130687.125,0.072483759
130686.809,0.071449168
130535.645,0.088702966
130535.252,0.088681544
130535.609,0.041393288
130535.282,0.040505002
130686.536,0.101385922
130686.148,0.101293374
130686.509,0.070483131
130686.171,0.069506202
130838.546,0.162370207
130838.146,0.161505893
130838.29,0.162926491
130838.049,0.162044419
130978.752,0.073404131
130978.306,0.073754156
130978.578,0.082242253
130978.142,0.08218673
130837.693,0.160660688
130837.205,0.159851803
130837.557,0.161182001
130837.121,0.160377672
130977.847,0.074002494
130977.377,0.07416429
130977.688,0.082192771
130977.237,0.082229323
130838.209,0.128755077
130837.854,0.127753593
130838.141,0.076081094
130837.767,0.074880302
130978.396,0.087211811
130977.982,0.087230135
130978.307,0.044822204
130977.917,0.043924056
130837.462,0.126833682
130837.059,0.125983175
130837.412,0.073637178
130837.057,0.072527664
