Pressure [Pa],Velocity [m/s]
120448.283,0.000495719
120749.763,9.27E-05
121051.395,5.96E-05
120749.884,0.000278743
120750.199,0.000477978
121051.664,0.00032439
121052.158,0.000662423
120145.937,0.017561125
120145.842,0.029863999
120145.922,0.033348171
120145.7,0.047044257
120447.847,0.015087608
120447.719,0.030188897
120447.84,0.03184646
120447.591,0.048064734
120296.39,0.057876072
120146.033,0.044164055
120145.967,0.071883673
120146.26,0.046876369
120146.29,0.088757568
120447.955,0.043765497
120447.839,0.073904444
120448.179,0.045979513
120448.172,0.089344461
120296.625,0.096464924
120749.656,0.01176389
120749.417,0.030311996
120749.71,0.029383142
120749.482,0.049256948
121051.149,0.007399971
121051.015,0.030682371
121051.374,0.026061155
121051.335,0.050725535
120900.114,0.064657404
120749.838,0.043357058
120749.717,0.076112745
120750.062,0.045266754
120750.117,0.089773746
121051.637,0.04297028
121051.601,0.078442069
121051.966,0.044887551
121052.09,0.089907158
120900.68,0.098173551
120146.729,0.04313076
120448.728,0.040130061
120750.605,0.03643167
121052.775,0.03276118
120146.729,0.04313076
120146.729,0.085158388
120147.08,0.026815728
120147.254,0.059146153
120448.728,0.040130061
120448.712,0.084535449
120449.124,0.023475272
120449.269,0.057416435
120297.769,0.095476446
120147.553,0.030346647
120449.685,0.024335897
120147.969,0.077786614
120147.324,0.07760963
120450.133,0.07553509
120449.361,0.075286922
120750.605,0.03643167
120750.661,0.083705828
120751.045,0.019505407
120751.155,0.055324524
121052.775,0.03276118
121052.732,0.082652417
121053.327,0.014095457
121053.332,0.053366313
120902.127,0.094591496
120751.699,0.022642748
121054.021,0.020393672
120752.693,0.072475478
120751.739,0.072553955
121055.016,0.068646678
121054.02,0.069322658
123284.048,0.004917764
123283.787,0.002578058
123283.969,0.013888467
123283.705,0.013820673
123501.869,0.010334184
123501.673,0.010378694
123501.922,0.013497559
123501.755,0.013247885
123283.525,0.001238959
123283.182,0.001494253
123283.481,0.013500644
123283.309,0.013456739
123501.434,0.01142202
123501.12,0.012039244
123501.526,0.014055916
123501.274,0.01431261
123434.429,0.018295891
123434.065,0.018192
123282.928,0.004309158
123282.895,0.007289275
123283.08,0.013737876
123282.883,0.013888116
123500.914,0.011669924
123500.78,0.010861644
123501.021,0.01411775
123500.875,0.013342348
123282.717,0.008372277
123282.602,0.008743803
123282.717,0.013554586
123282.606,0.013281055
123500.633,0.010664454
123500.524,0.010649844
123500.708,0.012974343
123500.592,0.012648624
123433.61,0.018392575
123433.334,0.017422394
123432.911,0.027371476
123432.252,0.02842743
121352.482,0.001817096
121352.483,0.003878796
121653.992,0.001495582
121653.707,0.003029797
121352.208,0.001441223
121352.063,0.002631243
121352.247,0.014457522
121352.13,0.019401336
121653.772,0.000708793
121653.523,0.002396715
121653.789,0.01615991
121653.638,0.022797416
121955.914,0.001916762
121956.163,0.00385796
122256.904,0.002102347
122255.897,0.003562027
121955.756,0.002123147
121955.053,0.000523286
121955.673,0.01647883
121955.195,0.02729563
122256.184,0.002125341
122255.886,0.000428844
122256.154,0.020257134
122256.378,0.033613227
123282.496,0.008609186
123282.417,0.007685327
123282.469,0.01293682
123282.391,0.01199922
123500.415,0.009851808
123500.363,0.008489232
123500.452,0.012114762
123500.395,0.011423607
123282.413,0.005364608
123282.452,0.002236055
123282.331,0.010160506
123282.349,0.006720376
123500.338,0.006444603
123500.363,0.003605953
123500.289,0.009851102
123500.325,0.006736711
123433.018,0.016831121
123432.725,0.015210368
123282.436,0.000646413
123282.402,0.003788292
123282.356,0.002815176
123282.262,0.005296044
123500.352,0.002589188
123500.305,0.005214241
123500.284,0.00431885
123500.185,0.008348924
123282.35,0.007114854
123282.273,0.009558143
123282.271,0.008879986
123282.156,0.011381279
123500.235,0.007319694
123500.228,0.00958678
123500.171,0.011572844
123500.133,0.01400035
123432.435,0.011837763
123432.1,0.017125424
123432.17,0.024759391
123431.349,0.025524515
123430.891,0.030010628
123428.903,0.034561741
122559.131,0.007950933
122558.777,0.006024975
122855.015,0.004235736
122856.404,0.014235259
122558.048,0.006617883
122558.353,0.008689834
122559.366,0.027438656
122559.489,0.044415046
122853.578,0.008744382
122855.776,0.025180652
122857.761,0.046368062
122861.1,0.062209544
123430.254,0.026350127
123428.743,0.037697856
123277.155,0.039618275
123272.643,0.049242925
123266.603,0.043942631
123196.624,0.043584824
123495.423,0.043160791
123492.383,0.044520184
123491.373,0.050690846
123487.938,0.059192828
123241.203,0.039701667
123205.601,0.041351867
123173.114,0.068593956
123171.472,0.074924097
123491.905,0.066120462
123489.074,0.069001371
123486.604,0.072156049
123484.236,0.074254513
123431.038,0.034610457
123430.582,0.034036088
123431.044,0.033264001
123430.645,0.030753236
121352.987,3.09E-05
121654.732,0.000165114
121353.421,0.000456063
121354.172,0.000863509
121655.206,0.000535134
121656.092,0.001087613
121956.343,0.000278082
122258.112,0.00035772
121957.189,0.000204149
121957.6,0.00053641
122259.105,0.000120393
122259.791,0.00060107
121352.946,0.002919627
121352.627,0.030642826
121352.949,0.021607592
121353.035,0.052513865
121654.367,0.001148937
121654.072,0.030272732
121654.593,0.017130665
121654.95,0.054625202
121503.346,0.072572774
121353.407,0.042491846
121353.439,0.081020681
121353.899,0.045103763
121354.159,0.089931999
121655.234,0.041925391
121655.333,0.083643018
121655.786,0.045824334
121656.323,0.089829322
121504.349,0.098782112
121956.23,0.001844503
121956.084,0.028653228
121956.235,0.014997392
121956.625,0.057550765
122257.309,0.0009526
122256.603,0.028866401
122258.113,0.016040243
122258.504,0.06268753
122108.108,0.082577185
121957.228,0.040307694
121957.291,0.086394048
121957.468,0.046515384
121958.94,0.089527471
122259.225,0.039503591
122259.927,0.089063733
122260.361,0.04555194
122261.67,0.089201515
122110.813,0.095900524
121354.805,0.028522136
121656.613,0.023492666
121957.649,0.018749168
122260.883,0.019849189
121354.805,0.028522136
121355.028,0.081073316
121355.503,0.007631662
121355.424,0.051003471
121656.613,0.023492666
121657.442,0.079072954
121657.581,0.001984735
121657.976,0.048389272
121506.591,0.09259897
121356.339,0.019375232
121658.336,0.01425337
121357.861,0.063816979
121356.672,0.065601968
121660.197,0.057838099
121659.1,0.061021908
121957.649,0.018749168
121959.792,0.077267633
121959.231,0.000593323
121960.697,0.046316071
122260.883,0.019849189
122262.203,0.075452064
122262.628,0.000269736
122263.677,0.044521455
122112.412,0.088429297
121961.193,0.005819323
122264.468,0.003699883
121962.866,0.05005318
121961.906,0.055539896
122265.285,0.040223959
122264.743,0.049410048
122561.225,0.000534385
122857.359,0.003791011
122561.596,0.000997246
122563.875,0.000772167
122860.201,0.006755639
122862.473,0.005479722
123429.769,0.031646673
123277.788,0.035694888
123273.096,0.045942702
123276.137,0.035568137
123260.045,0.037520797
123495.92,0.039977193
123492.597,0.045486988
123494.667,0.040522052
123491.44,0.04964904
123429.513,0.030442399
123276.01,0.035945268
123240.083,0.033645751
123277.087,0.031817936
123253.707,0.031010653
123494.669,0.038445797
123491.813,0.047205413
123495.41,0.03476666
123493.165,0.042046835
122559.757,0.00452365
122559.368,0.037123872
122561.332,0.025039764
122561.908,0.069819469
122856.826,0.019716502
122860.605,0.053018018
122860.71,0.042351984
122867.449,0.078568317
122715.355,0.086306167
122561.871,0.045089561
122565.042,0.088181899
122564.468,0.047561622
122566.692,0.085911861
122864.277,0.058758776
122872.073,0.083079532
122866.275,0.058966322
122873.786,0.078924093
122723.285,0.083698712
123202.395,0.04360341
123175.149,0.069473669
123176.655,0.061719923
123177.452,0.077142048
123489.558,0.058643673
123486.464,0.067701532
123488.64,0.062092886
123485.875,0.064411101
123334.176,0.072560942
123178.011,0.069422294
123181.911,0.070454258
123179.983,0.066591023
123183.492,0.064278677
123490.184,0.059420943
123488.112,0.056649932
123491.465,0.055039812
123488.987,0.051141136
123337.206,0.060304087
122566.057,0.029622774
122866.84,0.041177756
123429.961,0.027054497
123278.548,0.019707244
123276.88,0.028169341
123278.87,0.020976985
123278.326,0.019945652
123496.394,0.030151601
123494.91,0.034995002
123497.114,0.027596306
123496.362,0.029226871
123430.77,0.024207753
123430.845,0.020640699
122566.057,0.029622774
122567.178,0.072159466
122566.924,0.001477224
122567.983,0.042853437
122866.84,0.041177756
122872.012,0.070598078
122867.917,0.006526198
122870.207,0.050486059
122722.657,0.077351969
122569.182,0.002618317
122868.795,0.003877809
122569.993,0.032500632
122569.277,0.046837964
122870.043,0.030799114
122872.079,0.050014073
123196.482,0.045471521
123183.086,0.062293615
123255.162,0.02923911
123189.086,0.050149961
123493.304,0.048515985
123490.523,0.048374958
123495.49,0.03735148
123492.511,0.044674111
123338.92,0.051797102
123279.407,0.021272595
123264.772,0.024715871
123280.364,0.014666919
123279.645,0.013703721
123497.324,0.024882726
123495.538,0.032946365
123498.386,0.020784329
123497.802,0.022995343
123214.7,0.033438272
123192.586,0.045156897
123278.648,0.02196083
123277.55,0.029847996
123493.785,0.037556725
123492.841,0.038576416
123497.464,0.026369419
123496.442,0.027819647
119337.326,0.297750623
119333.782,0.306221647
119486.342,0.296664503
119483.254,0.30583965
119332.752,0.299044083
119335.618,0.281178579
119482.287,0.298769683
119485.126,0.282268949
119635.438,0.295541664
119632.706,0.305519506
119784.697,0.294326787
119782.249,0.305143137
119631.953,0.298456962
119634.702,0.283116956
119781.883,0.298148767
119784.377,0.283764041
119338.098,0.205142852
119487.619,0.210977434
119637.051,0.215869983
119786.535,0.219953872
119335.233,0.333722483
119333.083,0.340640146
119334.17,0.335791152
119333.207,0.341795772
119484.636,0.332679958
119482.489,0.340149671
119483.615,0.334740358
119482.69,0.34036156
119332.666,0.265237975
119329.646,0.225964362
119332.432,0.226541366
119332.319,0.138105711
119482.504,0.2648148
119479.395,0.228259292
119482.044,0.22345036
119481.715,0.138534426
119333.313,0.336297772
119332.962,0.358375933
119333.867,0.335487074
119333.317,0.363516011
119482.705,0.335248324
119482.458,0.357506748
119483.124,0.334587931
119482.873,0.363043567
119332.638,0.246706728
119332.546,0.115582349
119332.916,0.269027545
119332.774,0.134908983
119482.251,0.243268653
119482.261,0.112923571
119482.583,0.26798827
119482.506,0.133873251
119634.097,0.331678348
119631.941,0.339933868
119633.126,0.333740905
119632.253,0.338909441
119783.554,0.330620931
119781.064,0.339890958
119782.733,0.332757372
119781.876,0.337412614
119632.427,0.264290818
119629.454,0.230606914
119631.76,0.220475028
119631.171,0.138464138
119782.415,0.264032027
119779.422,0.232766576
119781.547,0.217816515
119780.893,0.138188606
119632.218,0.334269912
119632.04,0.35665023
119632.447,0.333436773
119632.498,0.362990747
119781.919,0.333353942
119781.752,0.355787805
119782.03,0.332354397
119782.176,0.362983022
119631.923,0.240049251
119631.989,0.111153952
119632.299,0.267096217
119632.242,0.133020873
119781.613,0.236964081
119781.616,0.109764414
119782.023,0.26635631
119782.004,0.132409376
119332.929,0.164419965
119332.347,0.101850277
119482.422,0.172798514
119481.879,0.108398465
119332.551,0.049728189
119332.733,0.029533216
119482.262,0.050997734
119482.473,0.028949327
119631.983,0.180457097
119631.432,0.115342628
119781.624,0.187561981
119781.07,0.122646207
119631.975,0.053048016
119632.214,0.028349884
119781.678,0.055976958
119781.961,0.02765528
119934.283,0.293015309
119932.09,0.304660802
120084.144,0.291674202
120082.02,0.304084011
119931.792,0.297886674
119934.148,0.284179061
120081.847,0.29756479
120084.069,0.284364776
120234.126,0.290321497
120232.003,0.303371372
120384.11,0.288921407
120382.084,0.302526871
120231.939,0.297147493
120233.997,0.284416862
120382.045,0.296633678
120383.874,0.2843024
119936.101,0.223275436
120085.737,0.225906327
120235.416,0.227995246
120385.116,0.229562622
119933.257,0.329539355
119931.287,0.339807883
119932.508,0.331817165
119931.698,0.335901606
120083.241,0.328602873
120081.163,0.339744675
120082.396,0.330914577
120081.562,0.334408717
119932.062,0.264312145
119929.327,0.234409312
119931.325,0.215462361
119930.683,0.138725323
120081.985,0.264745987
120079.468,0.23593622
120081.143,0.213347724
120080.473,0.139750771
119931.771,0.332518535
119931.548,0.354922221
119931.793,0.331631303
119931.935,0.362702044
120081.717,0.331734665
120081.418,0.354071712
120081.696,0.330970329
120081.701,0.362381782
119931.364,0.234110156
119931.319,0.108583716
119931.73,0.265565618
119931.724,0.131854949
120081.15,0.231512964
120081.082,0.107794386
120081.484,0.264834821
120081.438,0.131360751
120233.37,0.327813552
120230.87,0.339467906
120232.318,0.330017744
120231.429,0.332870955
120383.489,0.327018977
120380.72,0.33909046
120382.276,0.329120159
120381.354,0.331299399
120231.69,0.26530397
120229.632,0.237640638
120231.021,0.211346829
120230.503,0.140854789
120381.369,0.266032066
120379.563,0.239116541
120381.057,0.209493658
120380.898,0.142612122
120231.761,0.330933888
120231.315,0.353237863
120231.587,0.330059893
120231.471,0.362319644
120381.797,0.330123181
120381.253,0.35240335
120381.603,0.329344229
120381.314,0.362086999
120230.981,0.229171715
120230.824,0.107652528
120231.268,0.264230349
120231.161,0.130938704
120380.921,0.227082002
120380.687,0.10807456
120381.096,0.263721322
120380.935,0.130635966
119931.319,0.193812846
119930.78,0.130142503
120081.025,0.199127147
120080.581,0.13779427
119931.427,0.059827172
119931.688,0.026721941
120081.181,0.064330141
120081.398,0.025512175
120230.803,0.20372678
120230.487,0.145357446
120380.712,0.207485535
120380.714,0.152442211
120230.854,0.069528016
120231.1,0.024146915
120380.71,0.075597102
120380.858,0.022883585
119333.259,0.33741664
119332.946,0.363314729
119333.626,0.338462682
119333.328,0.359937505
119482.745,0.336292696
119482.657,0.363255844
119483.194,0.337494972
119483.037,0.359678467
119333.078,0.278266149
119333.135,0.152021945
119333.517,0.276652513
119333.402,0.167379534
119482.781,0.277950711
119482.897,0.152003571
119483.195,0.276318711
119483.108,0.168063441
119333.621,0.335176261
119333.383,0.360455122
119334.029,0.332581473
119333.132,0.353541918
119483.208,0.334205093
119483.003,0.360577823
119483.357,0.331669836
119482.846,0.353244994
119333.49,0.290349185
119333.414,0.194905163
119333.302,0.283858472
119333.401,0.202660383
119483.256,0.28987026
119483.033,0.193802112
119483.027,0.283087914
119482.963,0.202117058
119632.376,0.335251323
119632.511,0.363189972
119632.861,0.336614221
119632.865,0.359446232
119782.134,0.334335647
119782.387,0.363182559
119782.601,0.335837881
119782.731,0.359233465
119632.57,0.277676442
119632.674,0.151957997
119632.877,0.276009102
119632.864,0.168295403
119782.345,0.277468208
119782.409,0.151859472
119782.54,0.275730242
119782.587,0.168147992
119632.868,0.333337493
119632.882,0.360669079
119632.823,0.330819399
119632.696,0.352930686
119782.492,0.332559848
119782.856,0.360759938
119782.454,0.330057395
119782.567,0.352612597
119632.903,0.289361801
119632.743,0.192613966
119632.704,0.282381236
119632.626,0.201659614
119782.563,0.288815607
119782.513,0.191392188
119782.387,0.281735375
119782.399,0.201279884
119333.088,0.031609196
119333.316,0.064759989
119482.868,0.031385067
119483.064,0.064281723
119333.311,0.115536221
119333.211,0.133547864
119483.002,0.113150733
119482.87,0.131868693
119632.641,0.030758962
119632.833,0.063138738
119782.391,0.029629751
119782.577,0.06134895
119632.755,0.110708398
119632.658,0.130333688
119782.53,0.108300429
119782.479,0.12896948
119334.051,0.329217977
119332.394,0.357745565
119333.965,0.325990083
119332.388,0.355537798
119483.176,0.328572322
119482.441,0.35772971
119482.932,0.325305704
119482.53,0.355488601
119333.173,0.310125502
119333.346,0.229572847
119333.202,0.308703737
119333.716,0.219634399
119483.012,0.311246967
119482.947,0.231099431
119482.832,0.309620129
119483.612,0.220093322
119333.917,0.319158126
119332.282,0.347081505
119334.791,0.270178828
119333.283,0.293191122
119483.064,0.318465546
119481.976,0.346633365
119484.319,0.269614419
119483.111,0.290596249
119333.356,0.320126161
119333.923,0.232330138
119333.939,0.289432038
119333.748,0.201652969
119483.11,0.320673608
119483.697,0.235319136
119483.535,0.288444438
119483.871,0.205795673
119632.517,0.327851946
119632.522,0.357768357
119632.234,0.324233219
119632.434,0.355691536
119782.06,0.327229823
119782.616,0.357845344
119781.713,0.323465151
119782.407,0.355775223
119632.727,0.31222687
119632.695,0.232500352
119632.452,0.310414151
119633.306,0.22030716
119782.364,0.313043159
119782.611,0.233750226
119782.247,0.310907541
119783.048,0.220452667
119632.501,0.317743864
119631.876,0.346342915
119633.895,0.2691311
119632.651,0.288249857
119782.234,0.31707808
119781.764,0.346130327
119783.566,0.268722571
119782.223,0.28613887
119632.739,0.321087842
119633.52,0.238107868
119633.051,0.28741109
119633.798,0.209714761
119782.409,0.321364224
119783.443,0.240750889
119782.63,0.286330603
119783.6,0.213318741
119333.318,0.134725757
119333.106,0.129649213
119483.082,0.134570298
119483.19,0.128375148
119333.66,0.107304375
119333.723,0.055312164
119483.676,0.109849163
119483.851,0.060614258
119632.945,0.134541139
119633.255,0.127173286
119782.799,0.134489223
119783.138,0.125947071
119633.557,0.112543675
119633.93,0.066043292
119783.624,0.115710616
119783.763,0.071009367
119931.932,0.333570922
119932.198,0.363178532
119932.412,0.335177074
119932.536,0.359036877
120081.714,0.332890566
120081.926,0.363158347
120082.249,0.334582033
120082.264,0.358880503
119932.126,0.27724853
119932.11,0.151700055
119932.242,0.275494964
119932.278,0.16782531
120081.82,0.277053399
120081.786,0.151510195
120082.001,0.275302179
120081.943,0.167367995
119932.279,0.331871804
119932.627,0.360830471
119932.248,0.329371469
119932.398,0.352285143
120082.14,0.331249207
120082.359,0.360853387
120082.138,0.328756208
120082.151,0.351947145
119932.283,0.288253842
119932.277,0.19013985
119932.139,0.281157667
119932.236,0.200959383
120082.071,0.287687232
120082.053,0.188878065
120081.98,0.2806346
120082.107,0.200704463
120231.564,0.332216026
120231.617,0.363132988
120232.097,0.334001008
120231.91,0.358753303
120381.524,0.331565237
120381.369,0.363086117
120382.014,0.33344103
120381.715,0.358610537
120231.557,0.2768949
120231.462,0.151241069
120231.759,0.27513152
120231.65,0.166882714
120381.404,0.276750745
120381.207,0.150897867
120381.628,0.274967294
120381.467,0.166429567
120232.063,0.330679059
120232.154,0.360845239
120232.077,0.328198517
120231.881,0.351599974
120381.993,0.330134587
120381.859,0.360811041
120382.101,0.327683563
120381.832,0.35122724
120231.913,0.287083356
120231.863,0.187626377
120231.912,0.280156988
120232.039,0.20051572
120381.803,0.286427092
120381.757,0.186376501
120381.914,0.279724505
120382.053,0.200380585
119932.09,0.027952179
119932.274,0.059070946
120081.762,0.025942563
120081.934,0.056590099
119932.275,0.106004771
119932.307,0.127741384
120082.013,0.10385155
120082.157,0.126620114
120231.428,0.023895485
120231.609,0.054261837
120381.167,0.021986438
120381.404,0.052457355
120231.803,0.101871272
120232.042,0.125578529
120381.706,0.100076892
120382.022,0.124581001
119931.828,0.326641542
119932.538,0.357921216
119931.546,0.322835281
119932.299,0.355878232
120081.736,0.326082257
120082.301,0.358011783
120081.649,0.322437654
120082.153,0.355801026
119932.165,0.313777712
119932.575,0.234848452
119932.173,0.311377252
119932.885,0.220447172
120082.095,0.31440885
120082.394,0.235812585
120082.123,0.311887953
120082.771,0.22041131
119932.179,0.316506628
119931.625,0.346069089
119933.444,0.268342255
119932.04,0.284095633
120082.276,0.315979014
120081.573,0.346039241
120083.479,0.267986368
120082.039,0.282189353
119932.195,0.321586998
119933.33,0.24323416
119932.402,0.285201763
119933.421,0.216570413
120082.122,0.321749728
120083.215,0.245554266
120082.342,0.284085331
120083.348,0.2194624
120231.774,0.325492552
120231.963,0.358150691
120231.787,0.321521331
120232.009,0.35638518
120381.891,0.325058567
120381.86,0.358119619
120381.956,0.32102383
120381.999,0.356193238
120232.25,0.314923337
120232.282,0.2366009
120232.212,0.312205546
120232.758,0.220616636
120382.282,0.315348569
120382.549,0.237193675
120382.304,0.312842082
120382.885,0.220588521
120232.473,0.315396369
120231.644,0.346030101
120233.636,0.267647045
120232.171,0.280435582
120382.736,0.314908948
120381.826,0.345951811
120383.882,0.267322273
120382.435,0.278800991
120232.181,0.321822989
120233.164,0.247660368
120232.41,0.283005773
120233.378,0.222015209
120382.31,0.321859457
120383.195,0.24952611
120382.596,0.281949622
120383.459,0.224267383
119932.645,0.13436237
119932.947,0.124770148
120082.597,0.134104766
120082.821,0.123642621
119933.55,0.118967531
119933.676,0.075625972
120083.417,0.122120936
120083.646,0.079920586
120232.529,0.13367758
120232.804,0.122566007
120382.479,0.133123947
120382.867,0.121912804
120233.343,0.125031606
120233.633,0.083874052
120383.365,0.127693812
120383.645,0.087564372
120534.049,0.287457785
120532.247,0.3015433
120683.972,0.285916191
120682.404,0.300440316
120532.22,0.29602352
120533.842,0.28395676
120682.246,0.295334755
120683.726,0.283451783
120833.937,0.284286452
120832.516,0.299221778
120984.017,0.282576038
120982.798,0.297848926
120832.122,0.294470349
120833.706,0.282793412
120982.499,0.292921058
120984.031,0.281989702
120534.919,0.230607326
120684.813,0.231216397
120834.887,0.231474673
120985.092,0.231409854
120533.466,0.326212723
120530.845,0.338559877
120532.286,0.328212422
120531.373,0.32971232
120683.385,0.325378245
120681.166,0.337914701
120682.347,0.327280045
120681.523,0.328110408
120531.179,0.266941395
120530.095,0.240206754
120531.025,0.20780727
120530.804,0.145295382
120681.148,0.267944377
120680.349,0.241344577
120681.153,0.206265197
120680.937,0.148023737
120531.843,0.329282315
120531.251,0.351551453
120531.731,0.328737694
120531.38,0.361721498
120681.968,0.328387961
120681.407,0.350704359
120681.945,0.327776023
120681.56,0.361612011
120530.996,0.225232337
120530.791,0.108684146
120531.078,0.263243287
120530.909,0.130413034
120681.166,0.223576525
120680.983,0.109603922
120681.238,0.26282448
120681.098,0.130212211
120833.406,0.324503909
120831.501,0.337267027
120832.496,0.326341221
120831.751,0.326547328
120983.543,0.323617567
120981.837,0.336609376
120982.697,0.325389574
120981.986,0.325015543
120831.436,0.26896608
120830.585,0.242540596
120831.388,0.204927828
120831.127,0.150713058
120981.746,0.270484736
120980.955,0.243751627
120981.588,0.20383704
120981.303,0.153413135
120832.148,0.327462672
120831.662,0.349873346
120832.183,0.326771634
120831.798,0.361443681
120982.371,0.326566127
120981.921,0.349019003
120982.339,0.326154312
120982.066,0.360885157
120831.404,0.222073443
120831.233,0.110834867
120831.551,0.262481281
120831.486,0.13006669
120981.661,0.220700854
120981.488,0.112359563
120981.927,0.262232227
120981.939,0.129970494
120530.874,0.210461549
120530.94,0.159035666
120681.077,0.212871151
120681.243,0.16500088
120530.765,0.082229964
120530.762,0.022664619
120680.988,0.089057059
120680.928,0.024109602
120831.376,0.21481859
120831.564,0.170348255
120981.758,0.216378235
120981.865,0.17518781
120831.307,0.095814058
120831.308,0.027124347
120981.644,0.102383125
120981.813,0.031321588
121134.226,0.280820905
121133.421,0.296631381
121284.435,0.279034571
121283.924,0.295334452
121133.775,0.292543153
121134.571,0.28143775
121284.295,0.291617844
121284.836,0.280592131
121434.535,0.277211444
121434.128,0.293898209
121584.585,0.275354385
121584.188,0.292809566
121434.455,0.290209291
121435.007,0.279708449
121584.34,0.290480756
121584.946,0.279092246
121135.334,0.231148823
121285.59,0.230716707
121435.709,0.230120193
121585.753,0.229443484
121133.68,0.322714197
121132.216,0.335855436
121132.901,0.324413272
121132.218,0.323478995
121283.76,0.321833993
121282.741,0.335166309
121283.1,0.323453214
121282.491,0.322051413
121131.745,0.271150086
121131.336,0.244856347
121131.761,0.202833583
121131.533,0.156266767
121282.147,0.272002757
121281.797,0.246056869
121282.087,0.202059904
121281.783,0.159151543
121132.557,0.325657523
121132.18,0.348154307
121132.42,0.325438948
121132.405,0.36057775
121282.822,0.324752872
121282.43,0.347330711
121282.655,0.324621424
121282.682,0.360446107
121131.921,0.219461524
121131.779,0.114195197
121132.325,0.262038101
121132.419,0.129885676
121282.249,0.218379408
121282.186,0.11634876
121282.682,0.261834268
121282.821,0.129816919
121433.793,0.320955217
121433.204,0.334552393
121433.276,0.322532065
121432.776,0.320714968
121583.836,0.320038068
121583.541,0.333829637
121583.432,0.321627166
121583.067,0.31942682
121432.496,0.273150058
121432.197,0.247259053
121432.464,0.20157846
121432.094,0.16193749
121582.848,0.273000568
121582.553,0.248289561
121582.871,0.201192895
121582.539,0.165009805
121433.061,0.323931345
121432.73,0.346570379
121432.894,0.324124123
121432.955,0.359927479
121583.279,0.323138894
121583.022,0.345839178
121583.101,0.323485382
121583.18,0.359601971
121432.629,0.217433805
121432.612,0.118709638
121432.991,0.261625778
121433.19,0.129741374
121582.988,0.216665946
121582.981,0.121167528
121583.246,0.261420661
121583.476,0.12960238
121132.158,0.217546314
121132.099,0.179219078
121282.593,0.218431012
121282.524,0.182804312
121131.96,0.108702276
121132.354,0.036149988
121282.345,0.11482094
121282.85,0.0413417
121432.989,0.219153032
121433.012,0.186307556
121583.274,0.219643793
121583.307,0.189046196
121432.735,0.120754064
121433.268,0.046702649
121583.033,0.126357673
121583.583,0.052108896
120531.577,0.330941065
120531.354,0.362995966
120532.046,0.33287939
120531.722,0.358441468
120681.767,0.330293722
120681.577,0.362855939
120682.184,0.332275157
120681.91,0.358223159
120531.372,0.276610141
120531.151,0.150696848
120531.631,0.274784339
120531.45,0.166022294
120681.52,0.276408283
120681.265,0.150790152
120681.758,0.274565771
120681.597,0.165640384
120531.978,0.329583964
120531.748,0.360721263
120532.199,0.327175028
120531.928,0.350812281
120682.112,0.329017999
120681.747,0.360680326
120682.386,0.326655771
120682.181,0.350305749
120531.8,0.285718808
120531.771,0.1851232
120531.974,0.279312639
120532.103,0.200309617
120681.908,0.284936823
120681.903,0.183873498
120682.1,0.27891123
120682.181,0.200275032
120832.081,0.329674317
120831.921,0.362664526
120832.36,0.331618729
120832.157,0.357977869
120982.415,0.329030286
120982.289,0.362419263
120982.584,0.331040916
120982.45,0.357749135
120831.756,0.276080258
120831.605,0.151160312
120831.994,0.274312486
120831.916,0.165285161
120982.107,0.275716344
120982.031,0.151584987
120982.312,0.27403984
120982.266,0.164916787
120832.376,0.328390783
120831.975,0.360465715
120832.617,0.32615869
120832.419,0.349866211
120982.701,0.327768505
120982.359,0.360075234
120982.866,0.325688292
120982.641,0.349469956
120832.133,0.284048012
120832.152,0.182616693
120832.293,0.278541606
120832.339,0.200230324
120982.432,0.283088418
120982.457,0.181371746
120982.544,0.278191223
120982.59,0.200203813
120531.068,0.02031956
120531.369,0.051285248
120681.161,0.019502449
120681.497,0.050546578
120531.729,0.098420622
120532.098,0.123584889
120681.866,0.096849212
120682.245,0.122537117
120831.511,0.019956806
120831.825,0.050040625
120981.958,0.021374599
120982.23,0.049682844
120832.119,0.09533756
120832.43,0.121399898
120982.436,0.093921719
120982.641,0.120187469
120532.052,0.324595783
120531.975,0.358073564
120532.193,0.320502765
120532.233,0.356088019
120682.282,0.324071605
120682.198,0.358058918
120682.496,0.320060425
120682.438,0.356074447
120532.276,0.315581764
120532.77,0.237619005
120532.321,0.312917028
120533.024,0.220898942
120682.362,0.315679688
120682.735,0.237745567
120682.599,0.312826698
120682.986,0.221281517
120533.051,0.314383646
120532.115,0.345907348
120534.172,0.266970494
120532.812,0.277270752
120683.384,0.313874488
120682.429,0.345844732
120684.468,0.266582721
120683.212,0.275860725
120532.473,0.321793544
120533.284,0.251274538
120532.887,0.280891032
120533.587,0.226248913
120682.683,0.321691944
120683.406,0.252845024
120683.226,0.279825773
120683.742,0.227963543
120832.534,0.323567167
120832.394,0.358035266
120832.764,0.319596043
120832.691,0.355943393
120982.794,0.323062964
120982.608,0.357979394
120983.067,0.319150928
120982.869,0.355933181
120832.518,0.315741953
120832.558,0.237645197
120832.745,0.31333189
120832.995,0.220980668
120982.786,0.315693088
120982.781,0.237540481
120982.903,0.313169772
120983.154,0.221142073
120833.672,0.31336086
120832.728,0.345738611
120834.729,0.266159302
120833.578,0.27458523
120983.907,0.312874286
120982.981,0.345620024
120984.903,0.265699215
120983.835,0.273439897
120832.88,0.321644302
120833.542,0.254184754
120833.53,0.27875424
120833.866,0.229450806
120983.052,0.321505419
120983.669,0.255476917
