Volume [m^3],Pressure [Pa],Velocity [m/s]
5.35E-09,187054.674,0.398056747
5.35E-09,187098.625,0.318824272
5.35E-09,187227.314,0.546168982
5.35E-09,187083.068,0.330462771
5.35E-09,187213.48,0.551294943
5.35E-09,187192.142,0.498490812
5.35E-09,187458.5,0.944014387
5.35E-09,187161.341,0.506516693
5.35E-09,187415.068,0.938213786
5.35E-09,187210.591,0.563373631
5.35E-09,187557.481,0.980764111
5.35E-09,187183.215,0.570521652
5.35E-09,187512.297,0.975142259
2.41E-09,187798.538,1.20572987
2.41E-09,187724.399,1.19206155
1.34E-09,187779.023,1.15908142
1.34E-09,187718.057,1.1466833
5.35E-09,187133.327,0.512899107
5.35E-09,187379.36,0.930117377
5.35E-09,187108.61,0.517479519
5.35E-09,187346.456,0.919476354
5.35E-09,187158.53,0.575871485
5.35E-09,187468.837,0.967060186
5.35E-09,187137.08,0.578995345
5.35E-09,187429.201,0.95693957
2.41E-09,187649.894,1.17556038
2.41E-09,187585.333,1.15716375
1.34E-09,187659.809,1.13197092
1.34E-09,187606.699,1.1141759
5.35E-09,187324.124,0.688884129
4.83E-09,187645.157,0.999978763
5.35E-09,187297.937,0.692755152
4.83E-09,187598.194,0.994022922
5.35E-09,187527.887,0.834239317
2.24E-09,187721.365,0.995601662
5.35E-09,187497.731,0.834009487
2.24E-09,187677.91,0.989736863
1.03E-10,187798.731,1.10732759
1.03E-10,187739.337,1.09525908
5.35E-09,187273.874,0.694487879
4.83E-09,187552.214,0.984931444
5.35E-09,187252.457,0.693990979
4.83E-09,187509.927,0.973572284
5.35E-09,187471.13,0.831223082
2.24E-09,187633.992,0.980770562
5.35E-09,187444.116,0.826415365
2.24E-09,187590.604,0.969262072
1.03E-10,187680.696,1.08141208
1.03E-10,187626.133,1.06498999
1.51E-10,187509.243,1.5304151
1.79E-09,187518.611,1.59622749
1.51E-10,187436.082,1.48796343
1.79E-09,187443.404,1.54971492
1.51E-10,187370.619,1.44385658
1.79E-09,187379.7,1.50195127
1.51E-10,187310.99,1.39878112
1.79E-09,187320.831,1.4538568
3.30E-09,187514.678,1.61727594
4.11E-09,187566.836,1.60184709
3.30E-09,187448.595,1.56824543
4.11E-09,187495.494,1.55401986
4.27E-09,187449.326,1.59949734
3.79E-09,187543.418,1.60879063
4.27E-09,187391.72,1.54965119
3.79E-09,187480.645,1.55472323
3.30E-09,187377.235,1.51704143
4.11E-09,187440.508,1.50544091
3.30E-09,187316.993,1.46961539
4.11E-09,187404.872,1.45699898
4.27E-09,187340.737,1.50025033
3.79E-09,187423.051,1.50746372
4.27E-09,187307.22,1.44899021
3.79E-09,187366.914,1.45964653
1.51E-10,187255.401,1.35326609
1.79E-09,187263.168,1.40548704
1.51E-10,187202.087,1.30784693
1.79E-09,187211.32,1.35739637
1.51E-10,187150.339,1.26296155
1.79E-09,187161.594,1.30982056
1.51E-10,187098.941,1.21889156
1.79E-09,187110.621,1.26320683
3.30E-09,187251.964,1.4208192
4.11E-09,187337.167,1.4070852
3.30E-09,187194.572,1.37213051
4.11E-09,187268.486,1.36070187
4.27E-09,187243.426,1.40072499
3.79E-09,187316.956,1.40805387
4.27E-09,187184.27,1.35243673
3.79E-09,187265.38,1.35699165
3.30E-09,187149.374,1.32374407
4.11E-09,187200.595,1.31523278
3.30E-09,187106.14,1.2764911
4.11E-09,187147.873,1.26903557
4.27E-09,187138.474,1.30391793
3.79E-09,187192.539,1.31020202
4.27E-09,187096.578,1.25703707
3.79E-09,187139.357,1.26243186
1.66E-09,187509.329,1.5363143
1.66E-09,187437.087,1.49512737
2.56E-09,187492.134,1.46395401
5.35E-09,187454.108,1.39680186
2.56E-09,187422.692,1.42863526
5.35E-09,187391.01,1.35211199
4.75E-09,187475.728,1.51940572
5.35E-09,187457.136,1.39044784
4.75E-09,187410.89,1.47305732
5.35E-09,187395.936,1.3425116
5.35E-09,187425.35,1.1007972
5.35E-09,187422.766,0.872136602
5.35E-09,187368.385,1.06747849
5.35E-09,187367.081,0.846337614
1.66E-09,187372.093,1.45387112
1.66E-09,187312.572,1.41259438
2.56E-09,187359.851,1.39315883
5.35E-09,187333.556,1.30802633
2.56E-09,187302.127,1.3575602
5.35E-09,187280.121,1.26489834
4.75E-09,187352.505,1.42622584
5.35E-09,187343.725,1.29584225
4.75E-09,187298.583,1.37915313
5.35E-09,187294.101,1.2504848
5.35E-09,187316.156,1.03531261
5.35E-09,187315.236,0.821727319
5.35E-09,187267.739,1.00416839
5.35E-09,187268.471,0.798294168
5.35E-09,187436.32,1.3381659
5.35E-09,187387.278,0.968794375
5.35E-09,187374.735,1.29974959
5.35E-09,187333.163,0.941594847
5.35E-09,187365.566,0.996403738
5.35E-09,187303.191,0.620766573
5.35E-09,187311.336,0.968563067
5.35E-09,187258.263,0.60926092
5.35E-09,187353.303,0.678570398
5.35E-09,187357.352,0.473484394
5.35E-09,187305.967,0.663888801
5.35E-09,187311.556,0.466121906
5.35E-09,187294.618,0.361775544
5.35E-09,187318.106,0.193237066
5.35E-09,187253.362,0.359550119
5.35E-09,187279.703,0.194052736
5.35E-09,187318.084,1.26191217
5.35E-09,187282.869,0.915041632
5.35E-09,187265.292,1.2248348
5.35E-09,187235.205,0.889144205
5.35E-09,187260.962,0.941443971
5.35E-09,187215.851,0.597925848
5.35E-09,187213.441,0.915177691
5.35E-09,187174.983,0.586636881
5.35E-09,187262.298,0.649477015
5.35E-09,187270.757,0.458651268
5.35E-09,187220.274,0.635254495
5.35E-09,187231.389,0.450752157
5.35E-09,187214.147,0.357410956
5.35E-09,187242.182,0.19524067
5.35E-09,187175.682,0.355162116
5.35E-09,187203.93,0.196437514
5.35E-09,187387.154,1.21995165
5.35E-09,187488.431,1.11562864
5.35E-09,187327.114,1.1746349
5.35E-09,187429.567,1.07402374
5.35E-09,187361.93,0.713800945
5.35E-09,187450.629,0.622174265
5.35E-09,187332.965,0.693824753
5.35E-09,187400.182,0.605480904
5.35E-09,187355.081,1.08576853
5.35E-09,187413.098,1.13783405
5.35E-09,187306.691,1.04515575
5.35E-09,187366.165,1.09705594
5.35E-09,187328.246,0.595432473
5.35E-09,187398.189,0.641154753
5.35E-09,187290.028,0.579536825
5.35E-09,187357.541,0.623181084
5.35E-09,187291.654,1.13258126
5.35E-09,187376.796,1.03500439
5.35E-09,187247.504,1.09137592
5.35E-09,187316.21,0.998881449
5.35E-09,187282.196,0.67499134
5.35E-09,187354.543,0.588996417
5.35E-09,187238.289,0.655824135
5.35E-09,187312.681,0.572934909
5.35E-09,187263.559,1.00654116
5.35E-09,187323.187,1.05393871
5.35E-09,187215.557,0.971519527
5.35E-09,187278.209,1.01513342
5.35E-09,187252.983,0.563988647
5.35E-09,187316.382,0.605619322
5.35E-09,187217.956,0.54871657
5.35E-09,187280.465,0.58708166
5.35E-09,187304.325,0.336176249
5.35E-09,187423.013,0.260225997
5.35E-09,187262.512,0.331975272
5.35E-09,187383.709,0.258153719
5.35E-09,187278.998,0.121374684
5.35E-09,187411.858,0.128567442
5.35E-09,187244.206,0.117366961
5.35E-09,187377.023,0.120657603
5.35E-09,187306.233,0.242654476
5.35E-09,187349.046,0.280860758
5.35E-09,187271.743,0.240008702
5.35E-09,187317.793,0.276617034
5.35E-09,187294.165,0.139269511
5.35E-09,187318.694,0.133493921
5.35E-09,187263.333,0.130996367
5.35E-09,187292.94,0.126964535
5.35E-09,187230.593,0.32762126
5.35E-09,187345.223,0.255586413
5.35E-09,187202.062,0.322791742
5.35E-09,187307.263,0.252710628
5.35E-09,187214.273,0.114517553
5.35E-09,187341.777,0.113466006
5.35E-09,187186.557,0.112619555
5.35E-09,187306.342,0.107246048
5.35E-09,187238.837,0.237260078
5.35E-09,187288.849,0.272426345
5.35E-09,187208.033,0.234027642
5.35E-09,187259.741,0.267651406
5.35E-09,187233.659,0.123228815
5.35E-09,187268.878,0.121120088
5.35E-09,187205.426,0.116306191
5.35E-09,187244.525,0.116190981
1.66E-09,187256.812,1.37137832
1.66E-09,187203.649,1.33035966
2.56E-09,187248.267,1.32179039
5.35E-09,187229.361,1.22299617
2.56E-09,187196.294,1.28582993
5.35E-09,187180.204,1.18250443
4.75E-09,187247.392,1.33220867
5.35E-09,187246.647,1.20676655
4.75E-09,187197.392,1.28571082
5.35E-09,187200.245,1.16443704
5.35E-09,187221.501,0.973911843
5.35E-09,187224.348,0.775744079
5.35E-09,187176.026,0.944369772
5.35E-09,187180.493,0.753642514
1.66E-09,187151.676,1.28962918
1.66E-09,187099.603,1.24924517
2.56E-09,187145.283,1.24958745
5.35E-09,187131.023,1.14360132
2.56E-09,187092.503,1.21304745
5.35E-09,187081.078,1.1064092
4.75E-09,187147.707,1.23994731
5.35E-09,187153.205,1.12358052
4.75E-09,187097.508,1.19529322
5.35E-09,187104.342,1.08426156
5.35E-09,187129.906,0.915479355
5.35E-09,187135.602,0.732038784
5.35E-09,187082.055,0.887273379
5.35E-09,187088.628,0.711050174
5.35E-09,187215.233,1.18861272
5.35E-09,187189.215,0.863909667
5.35E-09,187166.459,1.15326814
5.35E-09,187143.892,0.839391067
5.35E-09,187167.57,0.889812798
5.35E-09,187134.763,0.575288089
5.35E-09,187122.065,0.865361001
5.35E-09,187094.128,0.563934659
5.35E-09,187178.796,0.621087263
5.35E-09,187191.286,0.442599854
5.35E-09,187137.336,0.607013053
5.35E-09,187151.194,0.434592484
5.35E-09,187137.5,0.352386872
5.35E-09,187165.437,0.197424816
5.35E-09,187098.704,0.349295975
5.35E-09,187126.265,0.198527769
5.35E-09,187117.654,1.11880605
5.35E-09,187097.897,0.815682972
5.35E-09,187067.236,1.08521291
5.35E-09,187050.07,0.792884917
5.35E-09,187075.675,0.841854033
5.35E-09,187051.962,0.552721915
5.35E-09,187027.46,0.819311058
5.35E-09,187007.287,0.541774957
5.35E-09,187094.657,0.593127198
5.35E-09,187109.818,0.426637313
5.35E-09,187049.638,0.579468473
5.35E-09,187066.063,0.418721084
5.35E-09,187058.186,0.346157744
5.35E-09,187085.308,0.19990054
5.35E-09,187015.056,0.343052105
5.35E-09,187042.873,0.201472101
5.35E-09,187206.18,1.05337036
5.35E-09,187263.832,0.965612548
5.35E-09,187168.566,1.01711928
5.35E-09,187217.136,0.931463302
5.35E-09,187200.53,0.637074548
5.35E-09,187273.002,0.557728755
5.35E-09,187164.786,0.619105031
5.35E-09,187231.175,0.543302904
5.35E-09,187182.069,0.936513417
5.35E-09,187232.059,0.979783034
5.35E-09,187151.645,0.90357439
5.35E-09,187199.371,0.945554757
5.35E-09,187184.711,0.533649546
5.35E-09,187253.161,0.569786451
5.35E-09,187151.906,0.518835553
5.35E-09,187210.219,0.553587605
5.35E-09,187131.284,0.982494198
5.35E-09,187177.527,0.899883089
5.35E-09,187090.389,0.950009253
5.35E-09,187129.233,0.870613748
5.35E-09,187126.843,0.601769735
5.35E-09,187185.659,0.529159183
5.35E-09,187086.843,0.585521531
5.35E-09,187136.268,0.515170141
5.35E-09,187117.084,0.872927117
5.35E-09,187165.008,0.911976987
5.35E-09,187080.184,0.843289767
5.35E-09,187123.185,0.881576915
5.35E-09,187118.311,0.504465743
5.35E-09,187169.021,0.537291364
5.35E-09,187081.805,0.490678284
5.35E-09,187124.3,0.521604823
5.35E-09,187174.068,0.318150768
5.35E-09,187268.243,0.249802644
5.35E-09,187144.777,0.313519484
5.35E-09,187226.854,0.247249066
5.35E-09,187159.781,0.112101302
5.35E-09,187268.453,0.10257515
5.35E-09,187130.945,0.112763037
5.35E-09,187228.042,0.099490986
5.35E-09,187178.219,0.230437865
5.35E-09,187226.549,0.26292872
5.35E-09,187148.32,0.22700386
5.35E-09,187193.278,0.258406048
5.35E-09,187177.004,0.110420973
5.35E-09,187216.855,0.112160981
5.35E-09,187147.325,0.105642272
5.35E-09,187186.22,0.108834043
5.35E-09,187112.148,0.309429836
5.35E-09,187182.484,0.244857608
5.35E-09,187073.903,0.305865887
5.35E-09,187136.109,0.242259657
5.35E-09,187098.832,0.115023805
5.35E-09,187184.151,0.098369807
5.35E-09,187060.926,0.118370104
5.35E-09,187137.981,0.098382382
5.35E-09,187117.362,0.223794765
5.35E-09,187156.213,0.254125134
5.35E-09,187082.67,0.221250611
5.35E-09,187116.474,0.249898572
5.35E-09,187116.671,0.102087358
5.35E-09,187151.553,0.106685922
5.35E-09,187081.739,0.100129464
5.35E-09,187112.968,0.105574406
2.63E-09,187533.394,1.604002
7.99E-10,187538.566,1.56284661
2.63E-09,187466.644,1.55404558
7.99E-10,187472.06,1.51591232
2.63E-09,187405.706,1.50412301
7.99E-10,187412.649,1.46779951
2.63E-09,187349.45,1.45377825
7.99E-10,187357.86,1.41897762
2.63E-09,187297.916,1.40278126
7.99E-10,187307.757,1.369663
2.63E-09,187248.532,1.35269812
7.99E-10,187258.557,1.3206016
2.63E-09,187195.404,1.30396971
7.99E-10,187208.228,1.27238853
2.63E-09,187145,1.25603558
7.99E-10,187157.507,1.22533658
5.35E-09,187430.933,1.26256484
5.32E-09,187482.381,1.44662044
5.35E-09,187383.517,1.21658854
5.32E-09,187426.299,1.39511337
5.35E-09,187390.696,0.75437759
5.35E-09,187402.642,0.948178988
5.35E-09,187349.143,0.731759459
5.35E-09,187359.937,0.917684398
3.37E-09,187510.637,1.51001385
3.96E-10,187553.528,1.50226842
3.37E-09,187449.912,1.46683348
3.96E-10,187487.209,1.45953512
5.35E-09,187441.887,1.21234264
4.63E-09,187493.602,1.42114348
5.35E-09,187393.389,1.1740873
4.63E-09,187437.705,1.37882891
5.35E-09,187339.169,1.17199157
5.32E-09,187375.671,1.34392303
5.35E-09,187297.837,1.12997907
5.32E-09,187328.444,1.29405452
5.35E-09,187310.877,0.709516474
5.35E-09,187321.166,0.887868915
5.35E-09,187274.366,0.687367994
5.35E-09,187284.323,0.858660627
3.37E-09,187397.805,1.42294567
3.96E-10,187429.471,1.41649166
3.37E-09,187350.904,1.37806453
3.96E-10,187376.806,1.37307154
5.35E-09,187350.275,1.13663499
4.63E-09,187388.446,1.33666117
5.35E-09,187310.081,1.09987825
4.63E-09,187343.041,1.29487719
5.35E-09,187321.555,0.378845921
5.35E-09,187318.336,0.546256336
5.35E-09,187291.971,0.372070503
5.35E-09,187287.379,0.534394535
5.35E-09,187275.394,0.151749398
5.35E-09,187251.633,0.262694466
5.35E-09,187251.268,0.148787812
5.35E-09,187227.264,0.260420569
5.35E-09,187346.843,0.791127393
5.35E-09,187415.621,1.1211015
5.35E-09,187310.327,0.770883372
5.35E-09,187370.582,1.08876566
5.35E-09,187253.246,0.471082317
5.35E-09,187306.272,0.775307861
5.35E-09,187226.483,0.464213091
5.35E-09,187272.198,0.75826629
5.35E-09,187263.669,0.364690727
5.35E-09,187258.925,0.521809501
5.35E-09,187236.344,0.356899459
5.35E-09,187231.33,0.508817176
5.35E-09,187229.686,0.146053071
5.35E-09,187205.175,0.257506061
5.35E-09,187207.688,0.143765545
5.35E-09,187182.798,0.254084368
5.35E-09,187277.476,0.750398565
5.35E-09,187330.256,1.0566052
5.35E-09,187245.954,0.729794738
5.35E-09,187292.208,1.02478889
5.35E-09,187202.366,0.456419493
5.35E-09,187241.577,0.74063412
5.35E-09,187178.419,0.447853047
5.35E-09,187211.935,0.722549222
6.82E-10,187570.307,1.43734506
6.82E-10,187500.914,1.39434764
6.82E-10,187440.882,1.35160197
6.82E-10,187387.419,1.30935605
4.49E-09,187496.83,1.36542718
2.42E-10,187590.99,1.37758855
4.49E-09,187440.938,1.32610313
2.42E-10,187522.425,1.33727783
5.35E-09,187419.951,1.15862859
2.79E-09,187526.263,1.34256307
5.35E-09,187374.173,1.12671058
2.79E-09,187468.776,1.30603009
4.49E-09,187391.328,1.28654182
2.42E-10,187461.327,1.29701036
4.49E-09,187345.642,1.24712213
2.42E-10,187406.204,1.2570853
5.35E-09,187333.1,1.09493342
2.79E-09,187416.19,1.26857726
5.35E-09,187293.237,1.06335493
2.79E-09,187367.355,1.23091846
5.35E-09,187258.938,1.0905384
5.32E-09,187284.358,1.24614308
5.35E-09,187221.197,1.05251667
5.32E-09,187240.241,1.20017225
5.35E-09,187238.761,0.666099432
5.35E-09,187247.632,0.830286608
5.35E-09,187201.325,0.645811061
5.35E-09,187209.831,0.802841616
3.37E-09,187303.516,1.33237242
3.96E-10,187326.64,1.32921
3.37E-09,187256.662,1.28656353
3.96E-10,187277.591,1.2851265
5.35E-09,187270.214,1.06372309
4.63E-09,187299.02,1.253566
5.35E-09,187229.504,1.02815912
4.63E-09,187254.813,1.21276685
5.35E-09,187180.216,1.01563027
5.32E-09,187194.55,1.1559419
5.35E-09,187135.401,0.980245747
5.32E-09,187146.965,1.11335784
5.35E-09,187162.296,0.625992186
5.35E-09,187169.932,0.776293137
5.35E-09,187120.114,0.606545093
5.35E-09,187126.959,0.750563259
3.37E-09,187209.222,1.24117722
3.96E-10,187228.161,1.24119263
3.37E-09,187160.269,1.19658476
3.96E-10,187177.436,1.19777874
5.35E-09,187186.814,0.993259495
4.63E-09,187209.149,1.1724934
5.35E-09,187141.419,0.959131631
4.63E-09,187161.167,1.13277568
5.35E-09,187207.795,0.348987094
5.35E-09,187202.338,0.495696393
5.35E-09,187177.101,0.340857677
5.35E-09,187171.079,0.482490074
5.35E-09,187183.49,0.141815698
5.35E-09,187158.931,0.250326281
5.35E-09,187155.908,0.140154785
5.35E-09,187131.97,0.246429365
5.35E-09,187213.86,0.709185856
5.35E-09,187254.48,0.993443986
5.35E-09,187179.91,0.688653226
5.35E-09,187215.56,0.962639108
5.35E-09,187152.954,0.438675351
5.35E-09,187181.382,0.704147192
5.35E-09,187124.753,0.429081161
5.35E-09,187148.742,0.685567302
5.35E-09,187143.232,0.332899966
5.35E-09,187136.661,0.469355599
5.35E-09,187105.485,0.325507051
5.35E-09,187098.293,0.456524263
5.35E-09,187124.231,0.138970767
5.35E-09,187101.021,0.24251206
5.35E-09,187088.067,0.138457477
5.35E-09,187065.572,0.238793154
5.35E-09,187143.069,0.668283859
5.35E-09,187174.238,0.932408661
5.35E-09,187102.519,0.648197366
5.35E-09,187129.463,0.902753468
5.35E-09,187092.886,0.419277613
5.35E-09,187113.084,0.66696297
5.35E-09,187056.635,0.409459716
5.35E-09,187073.638,0.64850248
6.82E-10,187337.581,1.26777602
6.82E-10,187288.414,1.22698236
6.82E-10,187237.751,1.1871682
6.82E-10,187185.116,1.14857149
4.49E-09,187301.822,1.20815401
2.42E-10,187354.476,1.2177839
4.49E-09,187257.552,1.16989996
2.42E-10,187303.696,1.17928342
5.35E-09,187253.291,1.03193734
2.79E-09,187320.165,1.19349002
5.35E-09,187212.603,1.00081895
2.79E-09,187273.174,1.15657964
4.49E-09,187211.2,1.13250584
2.42E-10,187252.229,1.14168481
4.49E-09,187161.943,1.09605403
2.42E-10,187198.94,1.10507778
5.35E-09,187170.256,0.970201826
2.79E-09,187224.944,1.12039906
5.35E-09,187124.76,0.940251807
2.79E-09,187174.065,1.08510145
1.51E-10,187045.998,1.17590118
1.79E-09,187057.258,1.21779123
1.51E-10,186990.462,1.13416636
1.79E-09,187001.654,1.17380775
1.51E-10,186931.47,1.0938878
1.79E-09,186942.906,1.13143695
1.51E-10,186868.569,1.05519629
1.79E-09,186880.057,1.09076383
3.30E-09,187057.034,1.23057731
4.11E-09,187094.271,1.22408595
3.30E-09,187002.595,1.18614435
4.11E-09,187039.531,1.17942707
4.27E-09,187053.017,1.2108106
3.79E-09,187088.997,1.21556525
4.27E-09,187002.581,1.16663392
3.79E-09,187035.859,1.17019268
3.30E-09,186944.348,1.14347131
4.11E-09,186978.305,1.13772542
3.30E-09,186882.288,1.10242834
4.11E-09,186909.248,1.09713986
4.27E-09,186946.576,1.123712
3.79E-09,186977.552,1.12662539
4.27E-09,186885.83,1.08274552
3.79E-09,186913.828,1.08483481
1.51E-10,186801.693,1.01813318
1.79E-09,186812.831,1.05180945
1.51E-10,186730.709,0.982712118
1.79E-09,186741.298,1.01460164
1.51E-10,186655.37,0.948915449
1.79E-09,186665.474,0.979152609
1.51E-10,186575.552,0.916701226
1.79E-09,186585.275,0.945433435
3.30E-09,186816.642,1.06307629
4.11E-09,186837.311,1.05801345
3.30E-09,186746.344,1.02548148
4.11E-09,186763.817,1.02040851
4.27E-09,186822.893,1.04323537
3.79E-09,186845.571,1.04486754
4.27E-09,186754.781,1.0059439
3.79E-09,186773.128,1.00668839
3.30E-09,186670.926,0.989602291
4.11E-09,186685.992,0.984318453
3.30E-09,186591.038,0.955455486
4.11E-09,186604.013,0.949886191
4.27E-09,186680.255,0.96982739
3.79E-09,186696.704,0.970206869
4.27E-09,186602.088,0.935829073
3.79E-09,186616.471,0.935470312
1.66E-09,187046.194,1.20912058
1.66E-09,186989.355,1.16925639
2.56E-09,187037.395,1.17657896
5.35E-09,187029.052,1.07081302
2.56E-09,186979.498,1.14061907
5.35E-09,186973.689,1.03659967
4.75E-09,187045.137,1.15208132
5.35E-09,187052.893,1.04652592
4.75E-09,186989.858,1.11055423
5.35E-09,186998.244,1.01031156
5.35E-09,187031.442,0.859840121
5.35E-09,187038.731,0.690740415
5.35E-09,186977.29,0.833285804
5.35E-09,186985.345,0.671114684
1.66E-09,186928.971,1.12995965
1.66E-09,186864.934,1.09156231
2.56E-09,186918.279,1.10544085
5.35E-09,186914.515,1.00360203
2.56E-09,186853.347,1.0711917
5.35E-09,186851.27,0.971739571
4.75E-09,186930.895,1.07080001
5.35E-09,186939.798,0.975604356
4.75E-09,186867.758,1.03281098
5.35E-09,186877.064,0.942450313
5.35E-09,186919.114,0.807689317
5.35E-09,186928.018,0.652205604
5.35E-09,186856.509,0.783093604
5.35E-09,186866.208,0.634068156
5.35E-09,187014.303,1.05248677
5.35E-09,186999.494,0.771059732
5.35E-09,186958.175,1.02067733
5.35E-09,186945.487,0.750213599
5.35E-09,186976.455,0.797737333
5.35E-09,186959.2,0.531225238
5.35E-09,186922.001,0.777119469
5.35E-09,186907.078,0.521144798
5.35E-09,187001.324,0.566136567
5.35E-09,187018.684,0.411028861
5.35E-09,186948.87,0.553205991
5.35E-09,186966.945,0.403657123
5.35E-09,186968.149,0.340169618
5.35E-09,186996.715,0.203461934
5.35E-09,186916.75,0.337447989
5.35E-09,186945.033,0.205772867
5.35E-09,186898.347,0.989856801
5.35E-09,186887.509,0.730307409
5.35E-09,186834.491,0.960087466
5.35E-09,186825.146,0.711286898
5.35E-09,186863.61,0.757422186
5.35E-09,186850.577,0.511539477
5.35E-09,186800.991,0.738613061
5.35E-09,186789.532,0.502413499
5.35E-09,186891.993,0.540728257
5.35E-09,186910.582,0.396603914
5.35E-09,186830.462,0.528740106
5.35E-09,186849.322,0.3899471
5.35E-09,186860.717,0.334892067
5.35E-09,186888.563,0.208185801
5.35E-09,186799.909,0.332554551
5.35E-09,186827.388,0.21076283
5.35E-09,187045.054,0.919192357
5.35E-09,187078.324,0.842023107
5.35E-09,186995.084,0.889595274
5.35E-09,187022.857,0.815720549
5.35E-09,187042.162,0.570130162
5.35E-09,187084.056,0.50165619
5.35E-09,186991.815,0.555178806
5.35E-09,187029.021,0.488694881
5.35E-09,187039.397,0.81575722
5.35E-09,187076.592,0.852678685
5.35E-09,186993.717,0.789160436
5.35E-09,187025.728,0.825000704
5.35E-09,187041.274,0.477565671
5.35E-09,187077.138,0.506594837
5.35E-09,186995.722,0.46521406
5.35E-09,187026.193,0.492413921
5.35E-09,186940.353,0.861240776
5.35E-09,186964.28,0.789146376
5.35E-09,186880.53,0.833984872
5.35E-09,186902.901,0.764304519
5.35E-09,186936.599,0.540821667
5.35E-09,186970.006,0.476605646
5.35E-09,186876.614,0.527179006
5.35E-09,186906.289,0.465084116
5.35E-09,186941.975,0.764173916
5.35E-09,186970.438,0.798427274
5.35E-09,186885.247,0.739928058
5.35E-09,186910.408,0.772949025
5.35E-09,186944.662,0.453428636
5.35E-09,186971.115,0.479031047
5.35E-09,186888.39,0.442381538
5.35E-09,186910.879,0.466614976
5.35E-09,187030.448,0.302378096
5.35E-09,187086.465,0.240269153
5.35E-09,186981.613,0.299029427
5.35E-09,187032.866,0.23855465
5.35E-09,187017.388,0.122297433
5.35E-09,187088.491,0.100047603
5.35E-09,186968.265,0.126910498
5.35E-09,187034.602,0.103030783
5.35E-09,187043.082,0.219231288
5.35E-09,187072.496,0.24616473
5.35E-09,186998.053,0.217865551
5.35E-09,187024.121,0.242938925
5.35E-09,187041.581,0.099708387
5.35E-09,187069.779,0.105748779
5.35E-09,186995.812,0.100936996
5.35E-09,187021.47,0.107224771
5.35E-09,186927.304,0.295926978
5.35E-09,186974.784,0.237400854
5.35E-09,186867.517,0.293146539
5.35E-09,186911.742,0.23664511
5.35E-09,186913.357,0.131916235
5.35E-09,186975.902,0.107258079
5.35E-09,186853.208,0.137412732
5.35E-09,186912.06,0.11259861
5.35E-09,186947.297,0.21690301
5.35E-09,186970.782,0.240218265
5.35E-09,186890.873,0.216455507
5.35E-09,186912.305,0.237867227
5.35E-09,186944.117,0.10357196
5.35E-09,186967.716,0.109916671
5.35E-09,186886.756,0.107686844
5.35E-09,186908.341,0.113756224
1.66E-09,186796.903,1.05431016
1.66E-09,186724.655,1.01836813
2.56E-09,186784.432,1.03795016
5.35E-09,186783.723,0.941001252
2.56E-09,186711.407,1.00576521
5.35E-09,186711.77,0.911411931
4.75E-09,186800.397,0.996579532
5.35E-09,186809.832,0.910778942
4.75E-09,186728.746,0.962088318
5.35E-09,186738.138,0.880576018
5.35E-09,186789.324,0.759548683
5.35E-09,186799.521,0.616746069
5.35E-09,186717.56,0.737077513
5.35E-09,186728.095,0.600236377
1.66E-09,186648.085,0.983838429
1.66E-09,186567.201,0.950778151
2.56E-09,186634.215,0.974670053
5.35E-09,186635.376,0.883003074
2.56E-09,186552.836,0.944691244
5.35E-09,186554.57,0.855799837
4.75E-09,186652.695,0.929306771
5.35E-09,186662.025,0.851826991
4.75E-09,186572.173,0.898194365
5.35E-09,186581.445,0.824502132
5.35E-09,186641.289,0.715683004
5.35E-09,186652.038,0.58454271
5.35E-09,186560.529,0.695365631
5.35E-09,186571.392,0.569663209
5.35E-09,186766.398,0.93141827
5.35E-09,186758.199,0.693101041
5.35E-09,186694.009,0.903888554
5.35E-09,186686.715,0.675697497
5.35E-09,186734.002,0.720674392
5.35E-09,186723.85,0.493783385
5.35E-09,186662.576,0.703592699
5.35E-09,186653.396,0.48565161
5.35E-09,186764.203,0.517288597
5.35E-09,186783.051,0.383716421
5.35E-09,186693.212,0.506406778
5.35E-09,186711.97,0.377911083
5.35E-09,186734.12,0.330445679
5.35E-09,186761.075,0.213507348
5.35E-09,186663.442,0.328590283
5.35E-09,186689.833,0.216454167
5.35E-09,186617.318,0.877510325
5.35E-09,186610.741,0.659056762
5.35E-09,186536.33,0.852267471
5.35E-09,186530.283,0.643179837
5.35E-09,186586.729,0.687347968
5.35E-09,186578.23,0.477986519
5.35E-09,186506.504,0.671913061
5.35E-09,186498.486,0.470771946
5.35E-09,186617.501,0.496104337
5.35E-09,186636.104,0.372557689
5.35E-09,186537.137,0.486387849
5.35E-09,186555.51,0.367666342
5.35E-09,186587.947,0.326997075
5.35E-09,186613.629,0.219606321
5.35E-09,186507.782,0.325669088
5.35E-09,186532.624,0.22297632
5.35E-09,186815.417,0.807810293
5.35E-09,186836.513,0.740842271
5.35E-09,186745.115,0.782692534
5.35E-09,186764.048,0.718456629
5.35E-09,186811.398,0.514180487
5.35E-09,186837.904,0.454153627
5.35E-09,186741.107,0.501798617
5.35E-09,186764.655,0.443819985
5.35E-09,186823.284,0.717066881
5.35E-09,186845.017,0.748477396
5.35E-09,186756.94,0.694891574
5.35E-09,186773.827,0.725044935
5.35E-09,186826.998,0.431884112
5.35E-09,186845.128,0.454934431
5.35E-09,186760.66,0.421851052
